"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-01","9.17","0.00","0.0","0.0",,"72","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-02","10.07","0.00","0.0","0.0",,"68","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-03","10.51","0.00","0.0","0.0",,"69","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-04","10.07","0.00","0.0","0.0",,"73","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-05","7.16","0.00","0.0","0.0",,"74","62"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-06","8.50","0.00","0.0","0.0",,"78","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-07","7.38","0.00","0.0","0.0",,"69","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-08","11.41","0.00","0.0","0.0",,"73","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-09","11.63","0.00","0.0","0.0",,"67","59"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-10","8.95","0.00","0.0","0.0",,"73","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-11","8.72","0.00","0.0","0.0",,"73","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-12","10.51","0.00","0.0","0.0",,"74","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-13","8.95","0.00","0.0","0.0",,"75","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-14","8.95","0.00","0.0","0.0",,"73","59"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-15","8.95","0.00","0.0","0.0",,"74","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-16","8.72","0.00","0.0","0.0",,"73","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-17","9.62","0.00","0.0","0.0",,"72","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-18","10.74","0.00","0.0","0.0",,"68","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-19","9.84","0.00","0.0","0.0",,"74","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-20","10.07","0.00","0.0","0.0",,"73","62"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-21","7.83","0.00","0.0","0.0",,"75","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-22","8.05","0.00","0.0","0.0",,"75","62"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-23","8.50","0.00","0.0","0.0",,"75","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-24","10.96","0.00","0.0","0.0",,"74","59"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-25","10.74","0.00","0.0","0.0",,"72","63"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-26","9.17","0.00","0.0","0.0",,"75","62"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-27","8.50","0.00","0.0","0.0",,"77","59"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-28","8.72","0.00","0.0","0.0",,"75","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-29","7.16","0.00","0.0","0.0",,"72","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-30","8.50","0.00","0.0","0.0",,"77","59"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-08-31","8.05","0.00","0.0","0.0",,"76","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-01","6.49","0.00","0.0","0.0",,"83","57"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-02","8.28","0.00","0.0","0.0",,"72","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-03","8.28","0.00","0.0","0.0",,"76","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-04","8.28","0.00","0.0","0.0",,"74","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-05","8.50","0.00","0.0","0.0",,"72","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-06","8.72","0.00","0.0","0.0",,"72","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-07","9.84","0.00","0.0","0.0",,"72","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-08","11.63","0.00","0.0","0.0",,"68","59"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-09","6.71","0.00","0.0","0.0",,"72","57"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-10","4.92","0.00","0.0","0.0",,"82","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-11","7.16","0.00","0.0","0.0",,"83","57"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-12","7.61","0.00","0.0","0.0",,"77","57"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-13","8.28","0.00","0.0","0.0",,"75","59"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-14","8.28","0.00","0.0","0.0",,"74","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-15","9.17","0.00","0.0","0.0",,"77","62"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-16","6.93","0.00","0.0","0.0",,"78","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-17","8.72","0.00","0.0","0.0",,"77","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-18","9.17","0.00","0.0","0.0",,"78","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-19","7.16","0.00","0.0","0.0",,"73","59"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-20","9.17","0.00","0.0","0.0",,"71","63"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-21","10.74","0.00","0.0","0.0",,"69","64"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-22","8.72","0.00","0.0","0.0",,"75","63"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-23","8.05","0.00","0.0","0.0",,"75","63"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-24","9.17","0.01","0.0",,,"77","65"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-25","6.26","0.43","0.0","0.0",,"72","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-26","8.72","0.00","0.0","0.0",,"73","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-27","8.50","0.00","0.0","0.0",,"71","55"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-28","7.16","0.00","0.0","0.0",,"72","61"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-29","7.83","0.00","0.0","0.0",,"69","57"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-09-30","6.71","0.00","0.0","0.0",,"73","57"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-01","4.03","0.00","0.0","0.0",,"83","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-02","5.59","0.00","0.0","0.0",,"87","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-03","4.47","0.00","0.0","0.0",,"89","55"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-04","4.47","0.00","0.0","0.0",,"92","55"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-05","4.92","0.00","0.0","0.0",,"88","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-06","5.59","0.00","0.0","0.0",,"83","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-07","6.49","0.00","0.0","0.0",,"73","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-08","5.37","0.00","0.0","0.0",,"75","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-09","9.40","0.00","0.0","0.0",,"66","57"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-10","8.72","0.00","0.0","0.0",,"66","56"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-11","6.04","0.00","0.0","0.0",,"73","55"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-12","4.25","0.00","0.0","0.0",,"86","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-13","6.26","0.00","0.0","0.0",,"83","50"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-14","9.40","0.00","0.0","0.0",,"72","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-15","8.05","0.00","0.0","0.0",,"71","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-16","5.59","0.00","0.0","0.0",,"71","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-17","4.25","0.00","0.0","0.0",,"73","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-18","5.82","0.00","0.0","0.0",,"75","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-19","6.71","0.00","0.0","0.0",,"71","55"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-20","9.17","0.01","0.0","0.0",,"70","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-21","7.16","0.00","0.0","0.0",,"70","49"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-22","5.37","0.00","0.0","0.0",,"71","49"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-23","4.25","0.01","0.0","0.0",,"72","55"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-24","9.17","0.00","0.0","0.0",,"71","56"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-25","13.20","0.23","0.0","0.0",,"70","60"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-26","7.38","0.00","0.0","0.0",,"69","50"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-27","4.03","0.00","0.0","0.0",,"67","47"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-28","5.59","0.00","0.0","0.0",,"71","48"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-29","3.58","0.00","0.0","0.0",,"77","50"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-30","6.26","0.00","0.0","0.0",,"71","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-10-31","8.50","0.32","0.0","0.0",,"64","57"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-01","9.40","0.00","0.0","0.0",,"64","48"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-02","4.03","0.00","0.0","0.0",,"66","44"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-03","4.70","0.00","0.0","0.0",,"66","44"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-04","3.80","0.00","0.0","0.0",,"69","46"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-05","2.91","0.00","0.0","0.0",,"72","48"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-06","4.03","0.00","0.0","0.0",,"72","50"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-07","3.58","0.01","0.0","0.0",,"70","50"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-08","2.01","0.00","0.0","0.0",,"72","50"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-09","3.80","0.00","0.0","0.0",,"70","48"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-10","4.47","0.00","0.0","0.0",,"65","47"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-11","8.72","0.00","0.0","0.0",,"66","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-12","4.25","0.11","0.0","0.0",,"66","56"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-13","7.16","0.20","0.0","0.0",,"64","55"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-14","6.04","0.00","0.0","0.0",,"65","49"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-15","2.68","0.00","0.0","0.0",,"64","46"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-16","4.70","0.00","0.0","0.0",,"65","47"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-17","6.49","0.00","0.0","0.0",,"67","47"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-18","4.70","0.00","0.0","0.0",,"62","46"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-19","6.04","0.15","0.0","0.0",,"61","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-20","3.80","0.66","0.0","0.0",,"59","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-21","3.80","0.00","0.0","0.0",,"61","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-22","10.51","0.26","0.0","0.0",,"65","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-23","1.79","0.00","0.0","0.0",,"62","42"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-24","2.01","0.00","0.0","0.0",,"62","40"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-25","4.25","0.00","0.0","0.0",,"73","41"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-26","3.36","0.00","0.0","0.0",,"65","45"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-27","2.46","0.00","0.0","0.0",,"65","42"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-28","5.59","0.00",,"0.0",,"62","42"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-29","6.93","0.08","0.0","0.0",,"64","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-11-30","4.47","0.32","0.0","0.0",,"60","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-01","4.47","0.00","0.0","0.0",,"66","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-02","9.17","1.18","0.0","0.0",,"61","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-03","11.86","1.43","0.0","0.0",,"64","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-04","4.70","0.01","0.0","0.0",,"65","55"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-05","7.83","0.10","0.0","0.0",,"67","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-06","5.82","0.11","0.0","0.0",,"66","57"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-07","2.91","0.01","0.0","0.0",,"64","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-08","3.58","0.00","0.0","0.0",,"68","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-09","2.24","0.00","0.0","0.0",,"65","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-10","9.62","0.00","0.0","0.0",,"64","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-11","13.65","3.12","0.0","0.0",,"64","50"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-12","3.13","0.48","0.0","0.0",,"56","49"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-13","2.68","0.00","0.0","0.0",,"57","46"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-14","6.26","0.19","0.0","0.0",,"61","47"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-15","13.65","1.09","0.0","0.0",,"56","49"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-16","10.51","0.65","0.0","0.0",,"61","50"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-17","7.61","0.13","0.0","0.0",,"59","49"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-18","6.49","0.00","0.0","0.0",,"61","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-19","11.63","0.25","0.0","0.0",,"57","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-20","4.03","0.00","0.0","0.0",,"60","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-21","6.26","0.09","0.0","0.0",,"64","55"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-22","2.46","0.00","0.0","0.0",,"63","51"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-23","2.68","0.00","0.0","0.0",,"65","47"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-24","10.51","0.02","0.0","0.0",,"61","48"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-25","10.51","0.00","0.0","0.0",,"59","45"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-26","6.93","0.00","0.0","0.0",,"60","39"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-27","4.70","0.00","0.0","0.0",,"55","38"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-28","3.80","0.00","0.0","0.0",,"55","39"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-29","2.91","0.00","0.0","0.0",,"55","42"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-30","17.00","0.00","0.0","0.0",,"55","38"
"USW00023230","OAKLAND METROPOLITAN, CA US","2014-12-31","6.71","0.00","0.0","0.0",,"59","36"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-01","7.83","0.00","0.0","0.0",,"56","38"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-02","3.58","0.00","0.0","0.0",,"50","32"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-03","2.24","0.00","0.0","0.0",,"53","32"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-04","3.13","0.00","0.0","0.0",,"54","35"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-05","2.91","0.00","0.0","0.0",,"56","36"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-06","2.24","0.00","0.0","0.0",,"59","38"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-07","1.57","0.00","0.0","0.0",,"64","38"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-08","2.01","0.00","0.0","0.0",,"61","42"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-09","3.58","0.00","0.0","0.0",,"63","46"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-10","3.13","0.00","0.0","0.0",,"60","47"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-11","3.36","0.00","0.0","0.0",,"57","42"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-12","1.57","0.00","0.0",,,"57","41"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-13","3.36","0.00","0.0","0.0",,"66","43"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-14","2.91","0.00","0.0","0.0",,"59","39"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-15","3.80","0.00","0.0","0.0",,"59","40"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-16","3.13","0.00","0.0","0.0",,"57","43"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-17","4.70","0.00","0.0","0.0",,"57","48"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-18","3.80","0.00","0.0","0.0",,"65","49"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-19","4.47","0.00","0.0","0.0",,"63","47"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-20","2.24","0.00","0.0","0.0",,"58","45"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-21","4.92","0.00","0.0","0.0",,"61","40"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-22","5.82","0.00","0.0","0.0",,"60","41"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-23","3.36","0.00","0.0","0.0",,"64","39"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-24","7.38","0.00","0.0","0.0",,"69","46"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-25","3.58","0.00","0.0","0.0",,"59","40"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-26","2.91","0.00","0.0","0.0",,"61","41"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-27","3.58","0.00","0.0","0.0",,"67","47"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-28","2.68","0.00","0.0","0.0",,"63","43"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-29","3.36","0.00","0.0","0.0",,"64","42"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-30","4.70","0.00","0.0","0.0",,"62","46"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-01-31","4.47","0.00","0.0","0.0",,"73","44"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-01","3.13","0.00","0.0","0.0",,"65","40"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-02","2.68","0.00","0.0","0.0",,"65","43"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-03","3.36","0.00","0.0","0.0",,"67","47"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-04","4.70","0.00","0.0","0.0",,"64","46"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-05","5.82","0.00","0.0","0.0",,"63","48"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-06","21.92","0.91","0.0","0.0",,"63","58"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-07","5.82","0.03","0.0","0.0",,"64","54"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-08","15.21","0.99","0.0","0.0",,"63","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-09","8.05","0.00",,,,"64","49"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-10","3.58","0.00","0.0","0.0",,"63","44"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-11","3.13","0.00","0.0","0.0",,"64","42"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-12","2.24","0.00","0.0","0.0",,"69","47"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-13","2.91","0.00","0.0","0.0",,"70","46"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-14","3.80","0.00","0.0","0.0",,"71","47"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-15","2.91","0.00","0.0","0.0",,"70","45"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-16","6.04","0.00","0.0","0.0",,"71","46"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-17","5.59","0.00","0.0","0.0",,"58","53"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-18","5.14","0.00","0.0","0.0",,"64","50"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-19","4.47","0.00","0.0","0.0",,"61","50"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-20","3.13","0.00","0.0","0.0",,"65","52"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-21","4.92","0.00","0.0","0.0",,"68","46"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-22","7.83","0.00","0.0","0.0",,"67","45"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-23","6.93","0.00","0.0","0.0",,"64","44"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-24","4.92","0.00","0.0","0.0",,"64","36"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-25","4.92","0.00","0.0","0.0",,"65","45"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-26","5.59","0.00","0.0","0.0",,"67","45"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-27","18.57","0.00","0.0","0.0",,"63","48"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-02-28","6.71","0.07","0.0","0.0",,"59","44"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-01","6.71","0.00","0.0","0.0",,"63","44"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-02","5.37","0.00","0.0","0.0",,"59","45"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-03","4.92","0.00","0.0","0.0",,"64","42"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-04","3.58","0.00","0.0","0.0",,"67","41"
"USW00023230","OAKLAND METROPOLITAN, CA US","2015-03-05","4.25","0.00","0.0","0.0",,"70","42"
